,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,user_session,user_response,user_id,database_id
39,0.466,0.0846,10,-12.658,0,0.352,0.961,0.0,0.137,0.305,173.385,1,0,0,5bb7ac890c27ee4c381dd6c0
40,0.422,0.505,2,-4.198,1,0.0345,0.17,2.25e-05,0.119,0.181,138.251,1,0,0,5bb7ac890c27ee4c381dd6c1
41,0.473,0.848,6,-4.745,0,0.0371,4.42e-05,0.915,0.645,0.432,125.99,1,0,0,5bb7ac890c27ee4c381dd6c2
42,0.0,0.0,0,-60.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,5bb7ac910c27ee4c381dd93a
43,0.0,4.87e-05,7,-12.298,1,0.0,0.935,0.913,0.0969,0.0,0.0,1,0,0,5bb7ac8e0c27ee4c381dd82a
44,0.399,0.465,8,-10.626,0,0.0382,0.719,0.0264,0.0746,0.281,207.959,1,0,0,5bb7ac9b0c27ee4c381ddc2e
45,0.374,0.967,7,-5.934,1,0.0763,0.482,0.0,0.228,0.842,205.798,1,0,0,5bb7ac9a0c27ee4c381ddbf7
46,0.468,0.324,5,-14.102,1,0.0377,0.992,1.8e-06,0.386,0.713,48.561,1,0,0,5bb7ac910c27ee4c381dd90f
47,0.776,0.675,0,-6.276,0,0.0785,0.00399,0.0698,0.0982,0.413,203.958,1,0,0,5bb7ac8e0c27ee4c381dd827
48,0.429,0.458,8,-7.132,1,0.0343,0.979,0.0529,0.247,0.638,59.077,1,0,0,5bb7ac9b0c27ee4c381ddc0d
49,0.677,0.847,3,-7.382,0,0.115,0.319,0.218,0.661,0.891,203.844,1,0,0,5bb7ac8e0c27ee4c381dd817
50,0.545,0.489,6,-7.81,0,0.34,0.179,0.00011,0.0823,0.157,60.218,1,0,0,5bb7ac970c27ee4c381ddb05
51,0.328,0.884,6,-7.982,1,0.0338,0.0676,0.0166,0.327,0.686,201.868,1,0,0,5bb7ac900c27ee4c381dd8be
52,0.195,0.139,2,-20.849,0,0.0381,0.476,0.706,0.0671,0.035,58.638,1,0,0,5bb7ac950c27ee4c381dda58
53,0.436,0.935,2,-3.946,1,0.0538,0.000129,0.000141,0.0821,0.901,194.902,1,0,0,5bb7ac970c27ee4c381ddaea
54,0.0605,0.152,4,-18.672,0,0.0402,0.348,0.00496,0.106,0.053,61.385,1,0,0,5bb7ac950c27ee4c381dda57
55,0.0598,0.425,8,-9.701,0,0.0447,0.0404,0.843,0.201,0.0625,64.075,1,0,0,5bb7ac890c27ee4c381dd6d0
56,0.51,0.964,0,-1.376,0,0.109,0.0109,7.81e-05,0.307,0.468,193.067,1,0,0,5bb7ac930c27ee4c381dd991
57,0.43,0.779,7,-7.314,1,0.0477,0.247,0.0,0.124,0.535,64.868,1,0,0,5bb7ac930c27ee4c381dd9ce
58,0.387,0.972,7,-2.84,0,0.101,0.565,4.83e-06,0.0921,0.839,192.392,1,0,0,5bb7ac940c27ee4c381dd9e5
59,0.392,0.183,5,-16.805,1,0.0655,0.987,0.899,0.0688,0.16,63.424,1,1,0,5bb7ac960c27ee4c381ddaa0
60,0.274,0.217,6,-21.097,0,0.0603,0.553,0.0234,0.367,0.165,64.474,1,0,0,5bb7ac910c27ee4c381dd932
61,0.358,0.564,10,-6.381,1,0.0863,0.775,0.0,0.106,0.37,65.977,1,0,0,5bb7ac930c27ee4c381dd9c3
62,0.469,0.132,10,-14.001,1,0.0807,0.929,0.0,0.0873,0.36,67.011,1,0,0,5bb7ac9a0c27ee4c381ddbe1
63,0.364,0.33,2,-10.553,1,0.0301,0.756,0.0,0.0715,0.161,67.507,1,0,0,5bb7ac960c27ee4c381dda8c
64,0.233,0.189,6,-14.369,0,0.0394,0.976,0.0429,0.494,0.0515,67.272,1,0,0,5bb7ac950c27ee4c381dda6a
65,0.546,0.613,10,-7.938,0,0.048,0.16,0.00403,0.13,0.446,68.172,1,0,0,5bb7ac9b0c27ee4c381ddc35
66,0.646,0.738,7,-5.827,0,0.213,0.197,0.0,0.336,0.622,68.816,1,0,0,5bb7ac980c27ee4c381ddb1c
67,0.545,0.948,4,-0.889,0,0.0631,0.00111,0.0657,0.367,0.206,69.961,1,1,0,5bb7ac8d0c27ee4c381dd7fe
68,0.452,0.483,6,-8.919,0,0.0799,0.24,0.0,0.112,0.474,69.428,1,0,0,5bb7ac8a0c27ee4c381dd704
69,0.0624,0.0894,3,-26.681,1,0.061,0.992,0.66,0.0577,0.0368,68.364,1,0,0,5bb7ac8c0c27ee4c381dd779
70,0.507,0.78,2,-12.028,1,0.0302,0.35,8.15e-06,0.356,0.675,69.633,1,0,0,5bb7ac970c27ee4c381ddacb
71,0.473,0.0334,3,-19.637,1,0.0507,0.984,0.942,0.133,0.202,68.994,1,0,0,5bb7ac960c27ee4c381ddaa3
72,0.521,0.776,7,-6.237,1,0.101,0.445,0.0,0.974,0.585,71.969,1,0,0,5bb7ac990c27ee4c381ddb8a
73,0.484,0.428,3,-8.384,1,0.0322,0.774,0.0,0.0886,0.276,71.875,1,0,0,5bb7ac940c27ee4c381dd9ff
74,0.533,0.00805,3,-34.339,1,0.0397,0.995,0.92,0.0726,0.0679,69.354,1,0,0,5bb7ac8b0c27ee4c381dd76e
75,0.445,0.708,11,-5.854,1,0.0437,0.000394,0.919,0.199,0.365,73.7,1,0,0,5bb7ac970c27ee4c381ddae8
76,0.48,0.49,0,-9.128,1,0.0303,0.414,0.0197,0.128,0.15,72.885,1,0,0,5bb7ac960c27ee4c381dda8a
77,0.374,0.92,6,-4.653,1,0.0501,1.62e-05,0.026,0.0802,0.278,191.014,1,0,0,5bb7ac940c27ee4c381dda0a
78,0.495,0.695,9,-6.929,1,0.0318,0.437,0.00048,0.0734,0.496,73.656,1,1,0,5bb7ac8c0c27ee4c381dd78d
79,0.753,0.552,2,-11.229,1,0.221,0.251,0.000286,0.0213,0.658,72.314,1,0,0,5bb7ac990c27ee4c381ddba7
80,0.447,0.393,5,-8.65,1,0.038,0.785,0.0,0.28,0.564,73.139,1,0,0,5bb7ac9a0c27ee4c381ddbb2
81,0.593,0.735,9,-3.979,0,0.0927,0.0233,0.0,0.0923,0.425,74.967,1,0,0,5bb7ac930c27ee4c381dd9bf
82,0.0944,0.0252,9,-29.202,1,0.0429,0.962,0.954,0.127,0.035,70.318,1,0,0,5bb7ac950c27ee4c381dda3d
83,0.363,0.907,2,-5.577,1,0.123,0.127,0.0249,0.309,0.422,74.655,1,0,0,5bb7ac970c27ee4c381ddae7
84,0.706,0.656,10,-6.853,1,0.119,0.829,0.0,0.139,0.947,74.809,1,1,0,5bb7ac980c27ee4c381ddb44
85,0.577,0.736,9,-6.486,1,0.121,0.038,0.0,0.112,0.517,75.106,1,0,0,5bb7ac990c27ee4c381ddba5
86,0.774,0.909,9,-2.89,0,0.0365,0.0173,0.121,0.0739,0.696,126.977,2,0,0,5bb7ac8e0c27ee4c381dd80a
87,0.697,0.685,9,-7.215,0,0.0421,0.00388,0.000506,0.0952,0.578,103.926,2,0,0,5bb7ac940c27ee4c381dd9ed
88,0.618,0.744,0,-5.426,1,0.0583,0.166,0.0,0.234,0.958,177.506,2,0,0,5bb7ac930c27ee4c381dd9e0
89,0.225,0.908,10,-3.529,1,0.0463,0.000115,1.18e-05,0.31,0.331,86.958,2,0,0,5bb7ac8d0c27ee4c381dd7e3
90,0.725,0.775,5,-6.694,0,0.102,0.0279,0.588,0.0969,0.329,145.979,2,0,0,5bb7ac960c27ee4c381ddabb
91,0.729,0.495,8,-9.854,1,0.0384,0.114,9.54e-05,0.11,0.444,99.999,2,0,0,5bb7ac970c27ee4c381ddb02
92,0.498,0.246,9,-13.41,1,0.0342,0.727,0.000374,0.0781,0.152,151.255,2,0,0,5bb7ac9a0c27ee4c381ddbcb
93,0.494,0.866,8,-6.169,1,0.0372,3.21e-05,0.349,0.26,0.37,93.96,2,0,0,5bb7ac8f0c27ee4c381dd896
94,0.647,0.574,0,-7.584,1,0.0494,0.544,0.0,0.187,0.541,148.517,2,0,0,5bb7ac960c27ee4c381dda7d
95,0.57,0.698,9,-11.128,0,0.0679,0.00306,0.0345,0.62,0.234,130.078,2,0,0,5bb7ac8e0c27ee4c381dd805
96,0.329,0.899,10,-4.921,0,0.0524,3.63e-05,0.281,0.105,0.26,117.332,2,0,0,5bb7ac910c27ee4c381dd903
97,0.802,0.842,9,-7.834,1,0.0418,0.0268,0.534,0.067,0.687,119.977,2,0,0,5bb7ac8d0c27ee4c381dd7b9
98,0.394,0.873,11,-8.689,0,0.0348,1.55e-05,0.944,0.362,0.186,89.771,2,0,0,5bb7ac8a0c27ee4c381dd6f4
99,0.513,0.775,0,-7.202,0,0.0304,0.000672,0.248,0.409,0.205,139.932,2,0,0,5bb7ac9b0c27ee4c381ddc1c
100,0.43,0.517,11,-8.479,0,0.0304,0.249,0.0,0.324,0.233,79.171,2,0,0,5bb7ac960c27ee4c381dda92
101,0.304,0.978,5,-6.184,0,0.12,1.24e-05,0.0599,0.0809,0.219,115.209,2,0,0,5bb7ac8c0c27ee4c381dd7ab
102,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899,2,0,0,5bb7ac9a0c27ee4c381ddbba
103,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,2,0,0,5bb7ac8c0c27ee4c381dd783
104,0.636,0.901,1,-7.094,0,0.118,0.119,0.0,0.391,0.836,162.994,2,0,0,5bb7ac960c27ee4c381dda85
105,0.587,0.903,6,-8.045,1,0.0611,0.00874,0.206,0.102,0.224,135.995,2,0,0,5bb7ac9b0c27ee4c381ddc25
106,0.501,0.454,5,-8.54,0,0.0282,0.637,0.0132,0.147,0.557,97.189,2,0,0,5bb7ac8a0c27ee4c381dd706
107,0.827,0.728,6,-5.643,1,0.0497,0.00147,0.911,0.173,0.246,127.981,2,0,0,5bb7ac8b0c27ee4c381dd72b
108,0.444,0.819,4,-5.933,0,0.368,0.0565,0.0,0.348,0.228,165.445,2,0,0,5bb7ac8f0c27ee4c381dd889
109,0.763,0.598,11,-6.865,1,0.0539,0.0714,0.0,0.112,0.182,140.987,2,0,0,5bb7ac910c27ee4c381dd908
110,0.49,0.15,9,-19.021,1,0.0523,0.989,0.931,0.0749,0.212,138.303,2,0,0,5bb7ac960c27ee4c381ddaa4
111,0.704,0.806,1,-6.133,0,0.0304,0.0146,6.24e-05,0.0789,0.656,128.951,2,0,0,5bb7ac8b0c27ee4c381dd74c
112,0.533,0.95,10,-5.455,1,0.0508,0.00827,0.00148,0.123,0.63,155.994,2,0,0,5bb7ac8a0c27ee4c381dd6e8
113,0.715,0.448,0,-15.5,1,0.0501,0.352,0.0,0.647,0.576,125.896,2,0,0,5bb7ac9b0c27ee4c381ddbf9
114,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,2,0,0,5bb7ac8b0c27ee4c381dd760
115,0.275,0.216,5,-13.818,1,0.0345,0.768,0.897,0.0832,0.181,116.388,2,0,0,5bb7ac970c27ee4c381ddae5
116,0.751,0.708,0,-5.645,1,0.0545,0.0481,1.83e-05,0.107,0.509,108.97,2,0,0,5bb7ac910c27ee4c381dd909
117,0.321,0.889,1,-8.456,1,0.156,0.000164,0.898,0.134,0.525,111.264,2,0,0,5bb7ac8d0c27ee4c381dd7b3
118,0.346,0.749,6,-6.506,1,0.035,0.00167,8.86e-05,0.648,0.315,102.591,2,0,0,5bb7ac940c27ee4c381dda09
119,0.466,0.747,4,-4.838,0,0.0795,0.417,9.76e-06,0.107,0.43,92.161,2,0,0,5bb7ac8c0c27ee4c381dd77f
120,0.349,0.78,7,-5.87,1,0.0375,0.0857,0.000521,0.259,0.467,159.857,2,0,0,5bb7ac970c27ee4c381ddacf
121,0.673,0.463,2,-7.247,1,0.191,0.681,4.9e-06,0.0907,0.268,147.981,2,0,0,5bb7ac910c27ee4c381dd90b
122,0.138,0.995,0,-1.896,1,0.171,0.00016,0.934,0.0704,0.109,187.166,2,0,0,5bb7ac900c27ee4c381dd8a9
123,0.366,0.572,2,-4.748,1,0.0377,0.343,0.00895,0.186,0.356,119.938,2,0,0,5bb7ac9b0c27ee4c381ddc18
124,0.333,0.0797,10,-14.597,1,0.036,0.97,0.0,0.112,0.221,176.535,2,0,0,5bb7ac930c27ee4c381dd9c7
125,0.51,0.974,4,-4.214,1,0.0397,8.26e-05,0.844,0.421,0.793,132.012,2,0,0,5bb7ac930c27ee4c381dd993
126,0.725,0.181,6,-13.824,0,0.0411,0.947,0.00387,0.111,0.357,111.122,2,0,0,5bb7ac950c27ee4c381dda44
127,0.226,0.959,7,-14.256,0,0.0583,5.1e-06,0.933,0.111,0.128,144.331,2,0,0,5bb7ac8f0c27ee4c381dd8a4
128,0.697,0.792,9,-4.468,0,0.0381,0.567,0.000374,0.118,0.881,129.034,2,0,0,5bb7ac990c27ee4c381ddb67
129,0.325,0.395,1,-11.709,0,0.0295,0.573,0.0483,0.131,0.531,146.506,2,0,0,5bb7ac8a0c27ee4c381dd70b
130,0.656,0.899,1,-5.095,1,0.0303,0.00201,0.0969,0.0991,0.544,124.425,2,0,0,5bb7ac8b0c27ee4c381dd75c
131,0.553,0.415,4,-10.737,0,0.509,0.856,8.7e-06,0.14,0.235,79.36,2,0,0,5bb7ac960c27ee4c381ddab8
132,0.29,0.827,8,-3.451,1,0.0362,0.000659,2.55e-06,0.301,0.45,167.086,2,1,0,5bb7ac900c27ee4c381dd8c2
133,0.499,0.98,0,-4.818,1,0.0569,0.0233,0.348,0.211,0.947,180.709,2,0,0,5bb7ac8f0c27ee4c381dd864
134,0.188,0.043,10,-26.912,0,0.0352,0.904,8.44e-06,0.11,0.157,85.21,2,0,0,5bb7ac8c0c27ee4c381dd778
135,0.246,0.35,4,-8.822,0,0.0328,0.93,0.0106,0.126,0.113,151.393,2,0,0,5bb7ac8e0c27ee4c381dd839
136,0.536,0.944,1,-3.029,1,0.0867,0.000117,0.00345,0.353,0.589,174.031,2,0,0,5bb7ac9b0c27ee4c381ddc19
137,0.696,0.812,9,-6.342,1,0.0698,0.0935,0.595,0.0915,0.383,122.006,2,0,0,5bb7ac8d0c27ee4c381dd7c3
138,0.499,0.843,6,-2.224,1,0.113,0.0138,0.0,0.124,0.533,127.932,2,0,0,5bb7ac8d0c27ee4c381dd7f7
139,0.631,0.74,0,-10.22,0,0.0452,0.303,0.00132,0.136,0.91,97.0,2,0,0,5bb7ac920c27ee4c381dd96c
140,0.452,0.967,10,-4.304,1,0.0868,6.9e-06,0.148,0.335,0.184,107.408,2,0,0,5bb7ac940c27ee4c381dda14
141,0.589,0.614,5,-10.527,0,0.0892,0.301,0.871,0.0751,0.837,103.037,2,0,0,5bb7ac930c27ee4c381dd9b5
142,0.438,0.972,2,-4.337,1,0.0689,0.000116,0.676,0.0293,0.283,75.764,2,0,0,5bb7ac970c27ee4c381ddaec
143,0.547,0.693,0,-8.786,1,0.0353,9.24e-05,5.46e-05,0.113,0.583,119.567,2,1,0,5bb7ac890c27ee4c381dd6c4
144,0.774,0.873,10,-3.76,0,0.125,0.0214,5.32e-05,0.373,0.374,131.004,2,0,0,5bb7ac920c27ee4c381dd96e
145,0.353,0.945,9,-3.555,1,0.0919,0.0734,0.00315,0.34,0.643,114.622,2,0,0,5bb7ac8a0c27ee4c381dd6e4
146,0.713,0.569,11,-10.908,0,0.07,0.112,0.00643,0.144,0.302,124.629,2,0,0,5bb7ac900c27ee4c381dd8da
147,0.623,0.539,9,-9.188,1,0.0385,0.461,0.0,0.0995,0.932,84.761,2,1,0,5bb7ac980c27ee4c381ddb4b
148,0.675,0.958,11,-4.208,0,0.0611,0.17,0.0,0.965,0.813,128.006,2,0,0,5bb7ac8b0c27ee4c381dd725
149,0.423,0.881,11,-8.357,0,0.0522,0.0647,0.591,0.0939,0.178,119.943,2,0,0,5bb7ac890c27ee4c381dd6d2
150,0.549,0.218,3,-22.073,1,0.0374,0.96,0.643,0.131,0.886,101.414,2,0,0,5bb7ac8c0c27ee4c381dd772
151,0.691,0.793,1,-3.506,1,0.131,0.0131,0.0,0.112,0.398,140.011,2,0,0,5bb7ac960c27ee4c381dda80
152,0.537,0.84,2,-4.799,1,0.0363,0.047,0.0,0.33,0.191,97.993,2,0,0,5bb7ac980c27ee4c381ddb0d
153,0.446,0.977,8,-1.289,1,0.0827,0.0596,7.06e-05,0.225,0.603,174.008,2,0,0,5bb7ac930c27ee4c381dd995
154,0.437,0.84,9,-4.705,1,0.0632,0.00983,0.0,0.121,0.349,120.812,2,0,0,5bb7ac930c27ee4c381dd9a9
155,0.621,0.909,0,-4.988,1,0.0434,0.0563,0.0,0.486,0.446,115.006,2,0,0,5bb7ac920c27ee4c381dd983
156,0.829,0.482,6,-8.569,0,0.256,0.0511,0.0,0.0507,0.805,75.2,2,0,0,5bb7ac910c27ee4c381dd90d
157,0.343,0.253,2,-13.348,1,0.0277,0.641,0.0,0.24,0.313,92.051,2,0,0,5bb7ac910c27ee4c381dd91c
158,0.29,0.827,8,-3.451,1,0.0362,0.000659,2.55e-06,0.301,0.45,167.086,1,1,1,5bb7ac900c27ee4c381dd8c2
159,0.646,0.606,7,-10.39,0,0.0724,0.785,9.11e-06,0.181,0.785,92.123,1,0,1,5bb7ac960c27ee4c381dda77
160,0.352,0.912,7,-4.253,1,0.0725,0.00197,0.0,0.193,0.351,166.795,1,1,1,5bb7ac8e0c27ee4c381dd82d
161,0.595,0.93,9,-3.958,1,0.0745,0.215,3.16e-06,0.0924,0.964,166.429,1,0,1,5bb7ac990c27ee4c381ddb66
162,0.54,0.803,8,-4.09,1,0.256,0.0715,0.0,0.129,0.805,169.845,1,0,1,5bb7ac8c0c27ee4c381dd7a4
163,0.38,0.92,7,-1.458,1,0.0668,0.0241,0.0,0.138,0.653,164.855,1,1,1,5bb7ac8a0c27ee4c381dd6e7
164,0.392,0.936,5,-6.532,1,0.0849,0.000221,0.839,0.407,0.564,167.333,1,1,1,5bb7ac900c27ee4c381dd8bf
165,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,1,1,1,5bb7ac980c27ee4c381ddb41
166,0.444,0.819,4,-5.933,0,0.368,0.0565,0.0,0.348,0.228,165.445,1,0,1,5bb7ac8f0c27ee4c381dd889
167,0.474,0.521,3,-6.763,1,0.0271,0.00711,0.0,0.114,0.606,167.395,1,0,1,5bb7ac8b0c27ee4c381dd74f
168,0.463,0.949,7,-3.092,1,0.0978,0.00814,1.3e-05,0.601,0.577,162.02,1,1,1,5bb7ac980c27ee4c381ddb39
169,0.258,0.994,9,-4.625,1,0.231,0.000273,0.00889,0.417,0.157,161.902,1,0,1,5bb7ac900c27ee4c381dd8e4
170,0.53,0.37,7,-10.284,0,0.0571,0.72,6.82e-05,0.253,0.954,166.079,1,0,1,5bb7ac920c27ee4c381dd971
171,0.537,0.712,5,-5.597,1,0.0286,0.289,0.00568,0.08,0.704,159.871,1,0,1,5bb7ac980c27ee4c381ddb18
172,0.61,0.502,2,-11.053,1,0.0864,0.314,0.0,0.101,0.81,163.225,1,0,1,5bb7ac910c27ee4c381dd91a
173,0.626,0.457,8,-9.091,0,0.0339,0.0876,7.72e-05,0.0801,0.223,149.99,1,0,1,5bb7ac890c27ee4c381dd69e
174,0.264,0.128,9,-15.443,1,0.034,0.885,0.352,0.105,0.0774,148.499,1,0,1,5bb7ac890c27ee4c381dd6a0
175,0.61,0.165,8,-14.659,1,0.0502,0.981,0.000544,0.134,0.258,102.68,1,0,1,5bb7ac890c27ee4c381dd6a1
176,0.209,0.418,3,-8.74,1,0.0338,0.163,0.00195,0.113,0.123,138.265,1,1,1,5bb7ac890c27ee4c381dd6a2
177,0.209,0.418,3,-8.74,1,0.0338,0.163,0.00195,0.113,0.123,138.265,1,1,1,5bb7ac9a0c27ee4c381ddbb1
178,0.697,0.377,3,-7.755,1,0.0397,0.556,0.0,0.0999,0.336,138.754,1,0,1,5bb7ac9a0c27ee4c381ddbb9
179,0.462,0.776,2,-7.994,1,0.0874,0.174,0.00548,0.142,0.358,137.822,1,0,1,5bb7ac970c27ee4c381ddae4
180,0.441,0.344,4,-9.799,1,0.0299,0.386,0.000277,0.917,0.111,87.588,1,0,1,5bb7ac890c27ee4c381dd69f
181,0.375,0.304,1,-14.52,1,0.0302,0.943,0.303,0.126,0.147,147.989,1,0,1,5bb7ac890c27ee4c381dd6a3
182,0.434,0.438,2,-14.67,1,0.0326,0.598,0.000181,0.826,0.367,92.001,1,0,1,5bb7ac890c27ee4c381dd6a4
183,0.675,0.885,1,-4.432,0,0.0436,0.217,0.0,0.086,0.768,97.03,1,0,1,5bb7ac890c27ee4c381dd6a5
184,0.736,0.27,8,-11.192,0,0.0334,0.775,0.0454,0.0851,0.365,118.017,1,0,1,5bb7ac890c27ee4c381dd6a6
185,0.498,0.242,9,-12.238,1,0.0257,0.835,0.536,0.133,0.312,153.744,1,0,1,5bb7ac890c27ee4c381dd6a7
186,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,1,0,1,5bb7ac890c27ee4c381dd6a8
187,0.594,0.433,1,-7.347,0,0.0334,0.0402,0.0,0.104,0.202,128.918,1,0,1,5bb7ac890c27ee4c381dd6a9
188,0.646,0.927,10,-7.568,0,0.0535,0.134,0.0508,0.0979,0.898,90.871,1,0,1,5bb7ac890c27ee4c381dd6aa
189,0.585,0.694,10,-6.6,1,0.18,0.335,0.0,0.593,0.927,97.971,1,0,1,5bb7ac890c27ee4c381dd6ab
190,0.637,0.977,4,-3.083,1,0.0494,0.0862,0.0,0.15,0.942,120.009,1,0,1,5bb7ac890c27ee4c381dd6ac
191,0.766,0.754,1,-10.713,1,0.088,0.0338,0.179,0.213,0.83,133.507,1,0,1,5bb7ac890c27ee4c381dd6ad
192,0.571,0.836,10,-6.906,0,0.215,0.597,0.0108,0.106,0.526,93.641,1,0,1,5bb7ac890c27ee4c381dd6ae
193,0.711,0.355,9,-15.222,0,0.0875,0.921,9.35e-06,0.0775,0.937,124.079,1,0,1,5bb7ac890c27ee4c381dd6af
