database_id,spotify_id,song_name,preview_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
5bb7ac920c27ee4c381dd975,2acSrJzhnUMzzKIRhdzKwX,Khayli Mamnoon,https://p.scdn.co/mp3-preview/f49f02aa57392e2e7344f0e0f0c2afbee09d983b?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.742,0.944,7,-6.473,0,0.157,0.0064,0.000106,0.376,0.283,129.999
5bb7ac920c27ee4c381dd976,3OdvD0dV0lcrwhrJWUUJU1,Gozashteh,https://p.scdn.co/mp3-preview/8807837ab98184aba35a96959d74f056ec2ac214?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.836,0.809,4,-8.062,0,0.205,0.702,8.45E-05,0.0894,0.902,97.016
5bb7ac920c27ee4c381dd977,03ardtIMjXvzW6UEMJxwmL,Dokhtar Kaboli,https://p.scdn.co/mp3-preview/ea34c45ce6135436916eac5e19575bca331d47b6?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.743,0.928,1,-6.125,0,0.0764,0.0354,7.70E-05,0.103,0.869,115.988
5bb7ac920c27ee4c381dd978,4V0M8bSxSNSMj5uJu2hhGc,Masteh Cheshaat,https://p.scdn.co/mp3-preview/3f0d4e89382b6ca984c2bef1955227b2100a529e?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.564,0.617,9,-14.61,0,0.0746,0.0361,0.00168,0.0687,0.73,180.138
5bb7ac920c27ee4c381dd979,7yAZtMXViXfy0vavkmHD3s,Parandeh,https://p.scdn.co/mp3-preview/23ff6b3dc8b3664bff4e0d97f946bf76542e5036?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.501,0.416,4,-9.43,0,0.065,0.907,1.09E-06,0.0955,0.666,76.784
5bb7ac920c27ee4c381dd97a,5SvT53njYNcjDqqcibArMb,Jadoo,https://p.scdn.co/mp3-preview/4bcf000deb5658599ba62d9d97bf7ea6908dfea3?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.493,0.298,4,-12.534,0,0.0322,0.818,0,0.18,0.44,128.68
5bb7ac920c27ee4c381dd97b,5qFefhrF04M5As2eq3VL3k,Male To,https://p.scdn.co/mp3-preview/5d7d3d3b212df5797d29657edb87691e00768052?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.775,0.78,9,-5.372,1,0.144,0.0442,0,0.206,0.619,150.046
5bb7ac920c27ee4c381dd97c,1aQrYKdcx29z3EVyUVLdPg,Baran,https://p.scdn.co/mp3-preview/0f9aebad2b6d1834f8be345089c2cac66bc3755d?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.393,0.422,2,-13.179,0,0.0409,0.608,0,0.0658,0.161,90.881
5bb7ac920c27ee4c381dd97d,3UqC7v51IRACZ7cHIIjaX0,Kick It Out,https://p.scdn.co/mp3-preview/d014c52990f60486051ba59f825b5412e0394dcf?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.519,0.97,0,-4.289,0,0.133,0.00445,0.0009,0.786,0.31,142.97
5bb7ac920c27ee4c381dd97e,0BgR6jfKNeFbs5UW79D4a9,太陽の視線,https://p.scdn.co/mp3-preview/e9c3b94d9574c0be6e7edc5ababd4d46032db813?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.504,0.919,8,-1.433,1,0.116,0.319,0,0.11,0.54,108.092
5bb7ac920c27ee4c381dd97f,7k53yhpb9knIayRdTbddul,rave 93,https://p.scdn.co/mp3-preview/586c65f42d4c9de9de01ea1749772d9a79dd2c8c?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.71,0.913,1,-6.561,1,0.0923,0.000295,0.853,0.202,0.889,149.998
5bb7ac920c27ee4c381dd980,5yeLbSasghlZAr3sMzUDYu,Giveing up easy,https://p.scdn.co/mp3-preview/efb9960acc0773a3f9b99b0955428f5859ea2b0b?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.763,0.675,5,-5.431,0,0.0275,0.108,1.09E-05,0.133,0.383,118.005
5bb7ac920c27ee4c381dd981,4M2ft0utYYfDoUkIcupHSq,原宿いやほい,https://p.scdn.co/mp3-preview/ab31cdc7293de3ed2edbe790d2dd7d89fd8006ca?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.662,0.975,7,-0.544,1,0.0318,0.063,0.0111,0.148,0.806,127.995
5bb7ac920c27ee4c381dd982,30FGbFOeaHelGaD9GAu4hr,Abdullah,https://p.scdn.co/mp3-preview/d69506b891e33d2923633249eaa3cc49a5d8be5d?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.799,0.963,1,-3.464,0,0.167,0.00611,0.679,0.131,0.102,125.988
5bb7ac920c27ee4c381dd983,1HpXPN658X47zzwhMeyCwV,Winding Road - メイン,https://p.scdn.co/mp3-preview/e74d28cff454650a26af4ce387701ee95f4e73f9?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.621,0.909,0,-4.988,1,0.0434,0.0563,0,0.486,0.446,115.006
5bb7ac920c27ee4c381dd984,4ypy6j0TywZd9LZlytYXea,Where Would We Be - Club Mix,https://p.scdn.co/mp3-preview/c0662abac843e367aea431975fdcb2540d0de54b?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.75,0.872,8,-6.252,0,0.0624,0.0032,0.00381,0.0662,0.517,117.998
5bb7ac920c27ee4c381dd985,2tuBwUqnjcuDw76UgVsqDr,Music & Love - Original Mix,https://p.scdn.co/mp3-preview/10c2f27bbe89cf866516bacd2ed416d2f6e893f5?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.753,0.995,9,-4.398,1,0.0556,0.00766,0.722,0.687,0.185,128.004
5bb7ac920c27ee4c381dd986,7awzK01RTZOIbA9ZotAmNx,Love Is To Blame featuring Isabelle Antena and Ernesto,https://p.scdn.co/mp3-preview/6619e59ba6152e736cd665ef55a93173ed9c5980?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.588,0.69,7,-14.195,0,0.0388,0.423,0.793,0.0786,0.615,123.008
5bb7ac920c27ee4c381dd987,3VhBrv2T30D8wW3GR1WDze,Without U feat. Skylar Spence,https://p.scdn.co/mp3-preview/6035f7e865da774a4d6acb7d683cc3e7368a88ed?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.658,0.814,6,-5.611,0,0.0429,0.00417,0,0.336,0.896,125.007
5bb7ac920c27ee4c381dd988,7AvaHqJkQUTFUmyCHNHPVn,Chupacabra,https://p.scdn.co/mp3-preview/4ae05036b412bd0f63e5416f1dd1a4e42d21964b?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.779,0.876,5,-5.651,0,0.0737,0.0849,0.00317,0.121,0.507,125.954
5bb7ac920c27ee4c381dd989,0tfkanyHYko5kDEtTHOJD2,fading last night,https://p.scdn.co/mp3-preview/b52ff76b176ef5a421f5fc39b613f0721f6fa0b2?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.728,0.768,6,-5.996,0,0.0547,0.000451,0.884,0.047,0.943,130.989
5bb7ac920c27ee4c381dd98a,6xmiQPeG9WUw69RLbJr2ox,SUPER FLY,https://p.scdn.co/mp3-preview/a50ce1d6ae640a925748e039d111e645a981926c?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.673,0.944,0,-2.312,1,0.108,0.306,0,0.337,0.728,121.028
5bb7ac920c27ee4c381dd98b,4XhM8nMNf9x5nC20zGY4bQ,High And Grab,https://p.scdn.co/mp3-preview/5856c1f804a9476217a0b7ee14840fdca31eab1d?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.446,0.937,9,-0.029,0,0.0884,0.0143,0,0.388,0.556,155.122
5bb7ac920c27ee4c381dd98c,0EH65AmYfFVww39iuzCHap,Oblivious,https://p.scdn.co/mp3-preview/022c336440a6b23131e5e995593dedf745b49968?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.53,0.831,4,-6.538,0,0.0625,0.11,3.10E-06,0.667,0.289,124.993
5bb7ac920c27ee4c381dd98d,4dOCOQEpCLHuRA6IKRGRBC,Vampire Lady,https://p.scdn.co/mp3-preview/b57d92a8f394263140cf99fea7edcb8cc8cf5720?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.486,0.967,0,-1.448,0,0.237,0.0707,0.000431,0.402,0.698,180.004
5bb7ac920c27ee4c381dd98e,5wdZCTJxwZZMo8YlAt3s1u,ムなさわぎのヒみつ?!,https://p.scdn.co/mp3-preview/a7d5252f97bf40e69d80cecc1abde871b010f93a?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.602,0.99,1,-2.263,1,0.0639,0.01,0.0154,0.325,0.771,97.505
5bb7ac920c27ee4c381dd98f,6Yn8h95iZQuBWnAn2t21XO,ファイヤイヤっ!!!,https://p.scdn.co/mp3-preview/8b3463d38fc4ffba89b6dda2b398c1efdc01949d?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.53,0.969,0,-2.029,1,0.0858,0.0279,0.0136,0.218,0.705,160.048
5bb7ac920c27ee4c381dd990,3rpBZvPMoMnErnxwWXJ5TH,寒い夜だから・・・,https://p.scdn.co/mp3-preview/d95c832ad49462a12fa2d2403d4041d229054e28?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.573,0.954,9,-1.891,0,0.0637,0.044,3.37E-05,0.302,0.576,125.015
5bb7ac930c27ee4c381dd991,2dTeGmv91lQ0bAwSr4Ympx,抱きしめてアンセム,https://p.scdn.co/mp3-preview/61571bbc528b885e88dd575b17b6479d6bf89939?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.51,0.964,0,-1.376,0,0.109,0.0109,7.81E-05,0.307,0.468,193.067
5bb7ac930c27ee4c381dd992,23alYlQ8u8QXF7oxvE6GhS,ワンダフル・ワールド,https://p.scdn.co/mp3-preview/8109ab2096b9d558b5686f1a2034955f9c45cf8f?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.551,0.968,11,-2.194,0,0.0817,0.131,0,0.114,0.387,150.022
5bb7ac930c27ee4c381dd993,7x20tLr5IorTAD1AuzihqA,NEO UNIVERSE - Instrumental,https://p.scdn.co/mp3-preview/38a2d680ac2e8c16cd061d2a58209202922aa04d?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.51,0.974,4,-4.214,1,0.0397,8.26E-05,0.844,0.421,0.793,132.012
5bb7ac930c27ee4c381dd994,3qAiC1VlgfwO2G8Yxoz31w,永久ゾンビーナ,https://p.scdn.co/mp3-preview/eaa5be6e50d0849f71735a58e8b5169ed93e3a80?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.556,0.997,0,-2.694,1,0.166,0.305,0.000199,0.116,0.324,140.012
5bb7ac930c27ee4c381dd995,6egcrLDs3KhDv7Qhmvj0Mm,ブライトファンタジー,https://p.scdn.co/mp3-preview/7c08ba9a5254271c1ff79f27b1a3650be460d07c?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.446,0.977,8,-1.289,1,0.0827,0.0596,7.06E-05,0.225,0.603,174.008
5bb7ac930c27ee4c381dd996,3k3VJq26JY6wxrUJTFPKiS,パレードは夜空を翔ける,https://p.scdn.co/mp3-preview/dc0b7c33a9e0107c7a9735f57a79ea3e20b84f51?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.307,0.75,9,-4.1,1,0.0397,0.0029,4.21E-05,0.252,0.218,98.501
5bb7ac930c27ee4c381dd997,0vzB30xKMA5yfPfgthPSZL,Sing along,https://p.scdn.co/mp3-preview/6ff43c5f91b4d531ea8cb6b99abc115077414295?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.553,0.868,2,-4.539,1,0.0364,0.000933,4.30E-05,0.33,0.722,125.993
5bb7ac930c27ee4c381dd998,1qWEBBmhX8A8eTEYyRJpK8,Share The Love,https://p.scdn.co/mp3-preview/d08c64d89ae0c7012d05d0e6a44c05291668c8f5?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.739,0.9,1,-3.644,0,0.0478,0.267,0,0.294,0.751,132.983
5bb7ac930c27ee4c381dd999,1HMLbvDbyfniV76H5EUF76,Jumpin'! Dancin'!,https://p.scdn.co/mp3-preview/90739efaa713ab70cd9aa0bf6b3aeffce2cf938d?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.615,0.937,5,-2.219,0,0.0762,0.0371,0,0.333,0.608,143.975
5bb7ac930c27ee4c381dd99a,3ThUu3sl7hcioaxxB3ZnAI,プリプリ SUMMERキッス,https://p.scdn.co/mp3-preview/019df85d7e3cbfb0d08ff62a2c0412826bf208ea?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.598,0.96,9,-3.131,1,0.0576,0.0132,0,0.953,0.773,140.027
5bb7ac930c27ee4c381dd99b,397yR3JdOyjfKBlvFsrwKN,OZ Monster,https://p.scdn.co/mp3-preview/0cbad7d85b1529d0a458e781b0b6f965e0cd0007?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.653,0.868,11,-4.695,0,0.0391,0.0148,0,0.47,0.288,100.012
5bb7ac930c27ee4c381dd99c,2cpXGHCXMVYenUo7va9arE,時の描片 〜トキノカケラ〜,https://p.scdn.co/mp3-preview/b9027ba9d21ebef113f0f5882340e9dc203eb155?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.686,0.781,7,-4.441,1,0.0272,0.146,0,0.0593,0.752,102.983
5bb7ac930c27ee4c381dd99d,4u3qi4mgvCQzeTSIuUWHzl,Take What You Want (feat. 5 Seconds of Summer),https://p.scdn.co/mp3-preview/519dbb51c82108ed1ae5016ed7f2d6eed50b195c?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.497,0.89,5,-4.027,1,0.0887,0.0155,0,0.201,0.391,117.939
5bb7ac930c27ee4c381dd99e,4HUBovTZntUXNjhOO5lgA9,THUMBS UP!,https://p.scdn.co/mp3-preview/e835b4a7e5700ba59e58f4a791110f9580a2ae17?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.546,0.943,2,-3.46,1,0.049,0.00691,1.14E-06,0.36,0.861,169.959
5bb7ac930c27ee4c381dd99f,00qK8pS8RKLselITR7y1vI,TIME MACHINE,https://p.scdn.co/mp3-preview/d9502cfd2fd980fdf97482562682e6e16a768122?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.44,0.943,1,-2.194,1,0.0413,6.62E-05,0.00143,0.189,0.837,161.05
5bb7ac930c27ee4c381dd9a0,2dueLmS2fe4RM3Uc4fGy2c,Crazy Crazy (feat. Charli XCX & Kyary Pamyu Pamyu),https://p.scdn.co/mp3-preview/a8a40ba996714860b009704749038db98aaa7ef6?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.702,0.826,6,-2.786,0,0.0447,0.0112,0.000159,0.0758,0.942,125.071
5bb7ac930c27ee4c381dd9a1,69W2TOJk17i0fpSWXAETsj,Take No Defeat feat. Santell,https://p.scdn.co/mp3-preview/ac70182e7779cfa8381a9728f10b9f89027c5dd7?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.564,0.877,5,-1.606,1,0.127,0.23,1.03E-06,0.124,0.512,150.055
5bb7ac930c27ee4c381dd9a2,236eGPBmuMNkPWBpGN2Cfl,Lovers Again,https://p.scdn.co/mp3-preview/8d518025adf479d9183061a55fb1b3b7c43f98d1?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.654,0.813,8,-4.973,0,0.0587,0.329,0,0.0986,0.715,91.948
5bb7ac930c27ee4c381dd9a3,6SrKLkuqWyKxSxzvtRWvX5,Connect,https://p.scdn.co/mp3-preview/e1f883fa349c12832513446eddb9f1aa6dd5c980?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.517,0.906,1,-4.349,1,0.0508,0.07,0.000223,0.155,0.671,175.021
5bb7ac930c27ee4c381dd9a4,3K2zyJhcnMMA6yOdR6hOW7,ラビリンス,https://p.scdn.co/mp3-preview/7924768a3fb4cacdf92998346e76bd528913d988?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.695,0.614,6,-8.382,1,0.0344,0.0796,0.00229,0.364,0.493,121.975
5bb7ac930c27ee4c381dd9a5,3GgcfjsAe3Wo9Zf7pf8IZL,C'est la vie,https://p.scdn.co/mp3-preview/9553a63cb2477cc93dd319ae76702e5451efc455?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.862,0.554,10,-6.504,0,0.0404,0.468,0.00783,0.217,0.711,107.973
5bb7ac930c27ee4c381dd9a6,0albLGvYx6ftOUJ7KF0i5I,STAY TUNE,https://p.scdn.co/mp3-preview/fdde32f8ce1a54f386a8f2ebdc2ba57b48e1918b?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.681,0.938,5,-4.246,1,0.0557,0.0288,0.000264,0.0634,0.6,122.991
5bb7ac930c27ee4c381dd9a7,4zNpS9uEmf62u3yCw1jM9s,Hero,https://p.scdn.co/mp3-preview/24c5753338a32babd66e7dc296410a5a593ade82?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.478,0.987,4,-4.466,0,0.0746,0.00821,0.0432,0.372,0.0794,128.014
5bb7ac930c27ee4c381dd9a8,4bQrS8lhD0GKkWxcycbBzA,PONPONPON,https://p.scdn.co/mp3-preview/5e17aee2cff89adf3320b47a567b8652bd5b31d9?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.634,0.988,4,-0.201,1,0.043,0.0469,0.000684,0.495,0.91,128.022
5bb7ac930c27ee4c381dd9a9,0Q85CAJnc5zFMaFdUeoQVq,琉球愛歌,https://p.scdn.co/mp3-preview/9917f5cf42b87be84cde3f8a06959b6d0a779ba1?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.437,0.84,9,-4.705,1,0.0632,0.00983,0,0.121,0.349,120.812
5bb7ac930c27ee4c381dd9aa,1jVPlJ4VscZUxoxIsRMi9m,Sayonara,https://p.scdn.co/mp3-preview/d5a5d681520d5d0916920fd815e63518e8e48d86?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.397,0.557,9,-4.333,0,0.0332,0.0403,0,0.0811,0.351,155.884
5bb7ac930c27ee4c381dd9ab,6HUtJ7hgcrxpErHuSo0kEt,ビビディバビディ,https://p.scdn.co/mp3-preview/aee136a0918e1a45f41d3f06582bba5c03619316?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.524,0.913,4,-3.311,1,0.154,0.0177,1.45E-05,0.13,0.583,142.003
5bb7ac930c27ee4c381dd9ac,3nvu9r1uAGEI51rXIebXos,シネマ,https://p.scdn.co/mp3-preview/9a551b64607841ff543c6d1663570fd7a89175a4?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.576,0.947,10,-2.754,0,0.0405,0.403,0.0122,0.313,0.656,125.024
5bb7ac930c27ee4c381dd9ad,6kwhwM4bjrFxnPT0wlbb6b,Night Time,https://p.scdn.co/mp3-preview/eecded2e27d3ee714d92c6e2cc0ac0e5e47f5126?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.596,0.637,2,-6.145,1,0.0252,0.00914,0.00282,0.102,0.52,101.987
5bb7ac930c27ee4c381dd9ae,6khhPhXrgKhAaovnUHVual,Red,https://p.scdn.co/mp3-preview/7506753a6705a3a84e2ee92481e58d635974e630?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.321,0.832,8,-4.726,0,0.0957,0.00037,0.378,0.192,0.393,185.871
5bb7ac930c27ee4c381dd9af,4coj1llUsjQWIenvz2sRSn,モールス,https://p.scdn.co/mp3-preview/2a2a340c3cadca61010d0e5466bbb609f5baef96?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.417,0.879,4,-3.345,1,0.0539,0.00163,0,0.278,0.599,170.041
5bb7ac930c27ee4c381dd9b0,32sP1XAjrxS7WMpAzphKzy,勝手な青春劇,https://p.scdn.co/mp3-preview/73ab5304517cfc6a6b8540ac2dc936b3f86e5424?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.668,0.816,9,-3.708,0,0.0322,0.0311,2.47E-05,0.195,0.55,129.975
5bb7ac930c27ee4c381dd9b1,3xKqM0VIZxtJ9scFaptew7,RAINDROP,https://p.scdn.co/mp3-preview/80e38186ae9f763f66221668d5d58de9eb9542ae?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.556,0.978,5,-4.379,0,0.0917,0.00045,7.80E-05,0.165,0.373,99.943
5bb7ac930c27ee4c381dd9b2,7vsncvqCfi6fSSbXovAdvK,MOTHER,https://p.scdn.co/mp3-preview/e4ccf1f317c8d7d6e72c17c6ba4b36978bac124a?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.535,0.654,6,-6.217,1,0.0263,0.192,3.05E-06,0.0977,0.514,90.044
5bb7ac930c27ee4c381dd9b3,6DhUfIIuZdZ3u8WGd5ouEg,D,https://p.scdn.co/mp3-preview/e844c055dfe4450d3087884b28ae768abfe44e01?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.684,0.767,10,-7.532,0,0.0295,0.00128,0.813,0.0996,0.825,126.992
5bb7ac930c27ee4c381dd9b4,3itYrQU93VahJgB1KQM4az,Social Outcast,https://p.scdn.co/mp3-preview/ead4ca6d3c6c83749bb0cee86c7d1db2592f2acc?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.582,0.704,0,-8.483,0,0.0299,0.128,0.122,0.11,0.283,109.972
5bb7ac930c27ee4c381dd9b5,5aJcTRuJRYdd7cgPg4ZN8O,The Beast,https://p.scdn.co/mp3-preview/f71cd4de213c09aabbdf5b64aff116d92a921307?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.589,0.614,5,-10.527,0,0.0892,0.301,0.871,0.0751,0.837,103.037
5bb7ac930c27ee4c381dd9b6,5L8ta4ECl5zeA6bGqY7G38,"Sing, Sing, Sing",https://p.scdn.co/mp3-preview/f2b5d38cdd2cc34c77d3310e28a201266d95b669?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.62,0.67,2,-11.575,0,0.0591,0.853,0.896,0.156,0.295,113.492
5bb7ac930c27ee4c381dd9b7,6cjjUuY51c5SwTABCVPSYH,Bossa Nova U.S.A.,https://p.scdn.co/mp3-preview/32af7f124efe823317ae4afae5a2df7e73e13ebf?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.617,0.497,5,-14.132,1,0.0471,0.53,0.00662,0.0767,0.809,105.943
5bb7ac930c27ee4c381dd9b8,0Hg3gGxIlRCg9A5XyT8XW9,Miss Understanding,https://p.scdn.co/mp3-preview/aba249bfe6d13e901ccecf141f4676e1af14fad1?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.308,0.781,5,-7.724,0,0.145,0.0678,0.836,0.0414,0.564,82.397
5bb7ac930c27ee4c381dd9b9,5DzwNsYMbq5C56xNOUoRbI,Midnight in Moscow,https://p.scdn.co/mp3-preview/f348146abc84c8e4297d64d17f6be7b03d58ae01?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.435,0.491,0,-10.349,0,0.0453,0.608,0.0308,0.0947,0.82,174.143
5bb7ac930c27ee4c381dd9ba,1MglqgabKH4iSkw8xHJ0J9,What About Me?,https://p.scdn.co/mp3-preview/b47e999bc3164707a20fda03e9e88223b914c114?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.386,0.917,11,-8.089,0,0.103,0.0285,0.897,0.878,0.568,127.315
5bb7ac930c27ee4c381dd9bb,5TEpJqAXwfCWBx7vw8mxg1,Love Me,https://p.scdn.co/mp3-preview/44afdca697ed51afbb7397d108ab66408ade3a11?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.402,0.282,5,-20.099,1,0.06,0.991,0.933,0.0994,0.246,76.454
5bb7ac930c27ee4c381dd9bc,6OXGOPTkliS1sSENocT5l4,I Wanna Clap I Wanna Dance,https://p.scdn.co/mp3-preview/15d374b63f360ca6fc79a7113efc2c6ca5cd5e04?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.668,0.965,7,-2.216,1,0.0438,0.00521,0.00392,0.156,0.539,119.991
5bb7ac930c27ee4c381dd9bd,7t9mWbbV9cZqKzV9H33aH6,널 위해 부르는 이 노래 (inst.),https://p.scdn.co/mp3-preview/9cf7629f794710f3a8c4eda6cc53cab3fb52fbdc?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.455,0.346,1,-11.498,1,0.0266,0.826,0.599,0.0818,0.169,139.554
5bb7ac930c27ee4c381dd9be,0X5t0CPnMBG23HfRewbr3G,Boom Di Boom Di - Mike Cip Album mix,https://p.scdn.co/mp3-preview/d00b187a39cf62249ef24f799a1e0bf1c8a01e7e?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.764,0.852,5,-4.318,0,0.101,0.0194,0,0.114,0.626,104.967
5bb7ac930c27ee4c381dd9bf,79JjevZxTK4DKntcVbfrOv,BAD BOY,https://p.scdn.co/mp3-preview/4d54bf9d6ecbcf5b3f3f774ae606e2814d669f62?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.593,0.735,9,-3.979,0,0.0927,0.0233,0,0.0923,0.425,74.967
5bb7ac930c27ee4c381dd9c0,7k4DF5XzzymDMZmbUzEosH,화장하지 말아요,https://p.scdn.co/mp3-preview/4702c8f2d89a217fbb1b1a960a0ed57a926c8053?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.698,0.702,10,-6.373,1,0.237,0.779,0,0.0959,0.765,100.642
5bb7ac930c27ee4c381dd9c1,1RNEVmbJMzc0Ayk4xnCBK3,May Be,https://p.scdn.co/mp3-preview/6d521ff7a5cf82861e61d6d7ecc573ed576a6e81?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.454,0.145,1,-20.796,1,0.051,0.992,0.899,0.0967,0.122,107.254
5bb7ac930c27ee4c381dd9c2,0nkabWhF70jMNuKbRUYpG5,Por Voce (For You),https://p.scdn.co/mp3-preview/3cfa62c496311aaa26775a440abd411de8068ac8?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.625,0.314,0,-13.998,1,0.0307,0.777,4.34E-05,0.067,0.195,120.036
5bb7ac930c27ee4c381dd9c3,3DJMTN4kjk8QF1Ol6qE2N5,Without You (니가없이),https://p.scdn.co/mp3-preview/5466d02fb8e467b3a5b2b3b5c130206bd7241d74?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.358,0.564,10,-6.381,1,0.0863,0.775,0,0.106,0.37,65.977
5bb7ac930c27ee4c381dd9c4,70yagRK5PfSHCA9oducpYm,활,https://p.scdn.co/mp3-preview/1f47c495f508d12922addd6afd573df2c6260e31?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.224,0.378,2,-14.663,0,0.0417,0.817,0.845,0.104,0.113,120.358
5bb7ac930c27ee4c381dd9c5,5Vng0sJJDcQ5ZvXRQnTxTX,Moonshower (Keen Mix),https://p.scdn.co/mp3-preview/469f0f6c3eff5e4504c3eff891defd5610640e3e?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.671,0.728,2,-8.195,1,0.0408,9.88E-05,0.936,0.117,0.0746,127.996
5bb7ac930c27ee4c381dd9c6,0tp4wDyi5AQKDF7FpzS68C,Ego,https://p.scdn.co/mp3-preview/e5563a3b4a146c0a7d0495e13b9678857968951a?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.794,0.788,10,-3.853,0,0.0404,0.0209,0,0.131,0.842,120.995
5bb7ac930c27ee4c381dd9c7,5GVJzw8inFp96VBK40QnFc,널 그리다 (The Things I Really),https://p.scdn.co/mp3-preview/89c0b03eae85002e6d81f228297948dd1b4d1f89?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.333,0.0797,10,-14.597,1,0.036,0.97,0,0.112,0.221,176.535
5bb7ac930c27ee4c381dd9c8,28lKk26dActmJFi4Odr8qp,Monkey And The Engineer,https://p.scdn.co/mp3-preview/56e2ae95570434feb18ce842ef4bd76a2f5d9c82?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.545,0.8,0,-7.972,1,0.248,0.753,1.45E-06,0.334,0.961,166.31
