database_id,spotify_id,song_name,preview_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
5bb7ac8e0c27ee4c381dd80a,1A3XPibNuMPTbTWlPgRfTD,All I Ask Of You (feat. Pennybirdrabbit),https://p.scdn.co/mp3-preview/87a48290b3f103f350b865bf94466cce00f98ca4?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.774,0.909,9,-2.89,0,0.0365,0.0173,0.121,0.0739,0.696,126.977
5bb7ac8e0c27ee4c381dd80b,0QIYINh2AwmOmdu8CRYvlw,Bonfire,https://p.scdn.co/mp3-preview/898b578e3e77c6a1f290a49fb9606b66ed9b9014?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.536,0.944,1,-3.029,1,0.0867,0.000117,0.00345,0.353,0.589,174.031
5bb7ac8e0c27ee4c381dd80c,6A6Hwl2yBkqTnJ4UvQJzZs,Freaks Orchestra,https://p.scdn.co/mp3-preview/4a8593f709adaec6864b7045706b3fba3a4444f5?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.685,0.706,9,-5.013,0,0.0848,0.0283,0.00376,0.52,0.56,104.97
5bb7ac8e0c27ee4c381dd80d,0OwW9dj25kMLx7D4ZJCURJ,Prince,https://p.scdn.co/mp3-preview/4a73ea3bed1799d16b62533f60a35a78b9d69f62?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.54,0.901,7,-3.897,1,0.0494,0.0184,0.407,0.546,0.128,99.991
5bb7ac8e0c27ee4c381dd80e,28hs4m9Uf0M9lyO4qV3WnX,Babes Anatomy (Adam's Lambaca Remix),https://p.scdn.co/mp3-preview/367393f369ec700d1cf84da39a1d6f21ea3bf744?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.653,0.803,2,-5.834,1,0.0419,0.0983,0.07,0.0685,0.602,131.034
5bb7ac8e0c27ee4c381dd80f,6jNM6fKx3WnyHbWBI9hs2r,Cinema - Skrillex Remix,https://p.scdn.co/mp3-preview/35e99b85f605db9cceb3a919f402658447e4977a?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.635,0.983,6,-3.807,0,0.174,0.00901,0.00799,0.0683,0.434,145.085
5bb7ac8e0c27ee4c381dd810,4SQfQuxYQx8DJQB88sQmVT,Bigfoot - Dillon Francis Remix,https://p.scdn.co/mp3-preview/af0b43d9475ed66c772f34b43864b17c101bd6fe?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.519,0.908,1,-4.002,1,0.0859,0.00203,0.91,0.494,0.177,140.11
5bb7ac8e0c27ee4c381dd811,5ZrrXIYTvjXPKVQMjqaumR,Loud Pipes,https://p.scdn.co/mp3-preview/5849558be3e21acb1a5f0a2e942ad764a8e70abc?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.718,0.703,7,-7.162,0,0.0382,0.109,0.822,0.208,0.858,87.975
5bb7ac8e0c27ee4c381dd812,4ZHNGs3LJODcWrU197iiwY,Astral Projection,https://p.scdn.co/mp3-preview/dd50e66c80d11b7145072789178589d9e7302fbb?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.42,0.896,5,-6.968,0,0.542,0.0494,0.00436,0.332,0.289,164.973
5bb7ac8e0c27ee4c381dd813,4rwpZEcnalkuhPyGkEdhu0,Scary Monsters And Nice Sprites,https://p.scdn.co/mp3-preview/fd1cb014b2eb27e13502c1fb2ef3514dbe713a03?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.523,0.944,7,-3.581,0,0.0837,0.00336,0.557,0.119,0.324,139.997
5bb7ac8e0c27ee4c381dd814,5dKjrBLRbu2knbRC3K4OG5,Across the Pond,https://p.scdn.co/mp3-preview/f730e43336a1bd1b5cc656da2b15c2d70c0ec00d?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.666,0.776,5,-5.026,1,0.0396,0.00189,0.782,0.122,0.283,123.972
5bb7ac8e0c27ee4c381dd815,6uQ192yNyZ4W8yoaL0Sb9p,Sugar High,https://p.scdn.co/mp3-preview/f52d45a2e5f36f8788152fabc36e56b632933829?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.663,0.355,8,-10.318,1,0.0676,0.0508,0.936,0.119,0.468,128.06
5bb7ac8e0c27ee4c381dd816,0ALsc8Znt2vs6ZbPydqDWs,Stellar,https://p.scdn.co/mp3-preview/9367b1e7cd84fff55fece413cccd5791ff4b47c1?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.552,0.842,6,-5.053,0,0.0314,0.016,0.00029,0.126,0.316,127.994
5bb7ac8e0c27ee4c381dd817,1kPqYrb1Kc9NvKbd9JaRMO,Artichaut,https://p.scdn.co/mp3-preview/4ba8216dc549cd158eeb66ba0139ff99f6e0d28c?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.677,0.847,3,-7.382,0,0.115,0.319,0.218,0.661,0.891,203.844
5bb7ac8e0c27ee4c381dd818,4qPnE8jBZN3wmgGxspsOcP,Boneless,https://p.scdn.co/mp3-preview/e4f3a739755b1e9ef3bc397bf8c5ed2ea6ee6793?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.743,0.962,11,-3.205,0,0.0629,0.00445,0.613,0.352,0.643,127.99
5bb7ac8e0c27ee4c381dd819,5Nn2Dj7OQsGL6pgQ9iIzPp,Ghostwriter,https://p.scdn.co/mp3-preview/d079b16eb0cae5c54fe3f76df0219c72a2f1e173?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.747,0.68,1,-6.187,1,0.0346,0.0107,0.803,0.0964,0.594,93.804
5bb7ac8e0c27ee4c381dd81a,1pKYYY0dkg23sQQXi0Q5zN,Around The World,https://p.scdn.co/mp3-preview/6abb7faeef25296b79498738dbbfc398700944dc?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.956,0.795,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294
5bb7ac8e0c27ee4c381dd81b,5v54ZQ0glzbB9XUPTaX0cj,Apollo - Radio Edit,https://p.scdn.co/mp3-preview/bcd43c5266a91429d9fbda447e7a032f31bc861e?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.56,0.742,9,-6.122,1,0.0666,0.015,0.0134,0.639,0.275,128.06
5bb7ac8e0c27ee4c381dd81c,0YchKPFRbVwwO4dH5hKrRi,Strobe,https://p.scdn.co/mp3-preview/98f05217db6ef0c774eebcee5cbb09546211b631?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.437,0.343,8,-14.239,0,0.0379,0.011,0.905,0.126,0.0348,128.016
5bb7ac8e0c27ee4c381dd81d,6bCGqA7NMCrrndfTt9DEkZ,Suzy,https://p.scdn.co/mp3-preview/f77da877dd6121070ab86b7cca51cc350a4a0b90?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.637,0.969,7,-5.116,0,0.169,0.0346,8.79E-05,0.279,0.793,129.024
5bb7ac8e0c27ee4c381dd81e,3JPcICirkAw4TLp9UzEcfl,Flat Beat,https://p.scdn.co/mp3-preview/7ef52d74cc4bcddc423aeb97919bbd6cc32f5b4e?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.924,0.42,0,-11.67,1,0.578,0.000243,0.214,0.403,0.455,128.977
5bb7ac8e0c27ee4c381dd81f,5brviRvO3ZIDvdF0dED9wC,Bad Wings,https://p.scdn.co/mp3-preview/af8e4adba705ab7dd514e09039b43f292c400173?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.631,0.684,7,-7.573,0,0.0436,0.0138,0.925,0.223,0.235,129.961
5bb7ac8e0c27ee4c381dd820,5e60CEqPnkrex3BI9tWnpU,Snake Charmer,https://p.scdn.co/mp3-preview/4be9f007fbbbd715cf57d07c91b1480ec31acc4a?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.867,0.726,1,-9.168,1,0.0928,0.0777,0.677,0.0876,0.717,120.002
5bb7ac8e0c27ee4c381dd821,2cGxRwrMyEAp8dEbuZaVv6,Instant Crush,https://p.scdn.co/mp3-preview/2dc001a8d4bb5666dfb8b5d544b73d3ec0e3a92a?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.775,0.585,10,-9.516,0,0.0271,0.0422,0.619,0.077,0.518,109.942
5bb7ac8e0c27ee4c381dd822,6jgW3aGIRhVnZh5eLG0b3r,Masta Blasta (The Rebirth),https://p.scdn.co/mp3-preview/da733bc14b40902260f3c4b1bd4d9b319ce3eafd?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.695,0.957,7,-5.588,1,0.414,0.00233,0.119,0.143,0.397,144.991
5bb7ac8e0c27ee4c381dd823,6WLeelhUYx8GaWZ0dGIuLJ,Drive It Like You Stole It,https://p.scdn.co/mp3-preview/afcdba6e4b1b46c8ba2ce06068301f7f122c7d14?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.608,0.683,5,-8.969,0,0.0862,0.103,0.924,0.279,0.5,85.939
5bb7ac8e0c27ee4c381dd824,1ShWHEgisDGPl9G3g85ANu,Breakn' A Sweat,https://p.scdn.co/mp3-preview/98b9041c480707fb05ddddefdd98d8b7417d7953?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.596,0.921,11,-2.5,0,0.074,0.0049,0.00019,0.536,0.232,139.969
5bb7ac8e0c27ee4c381dd825,2IZRKyfNf5wkUxz89DSCgV,Au Seve,https://p.scdn.co/mp3-preview/0b137f587bfe0d6f067dc0b5c24bae249758ccf4?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.771,0.963,11,-7.294,1,0.0363,0.000518,0.901,0.147,0.598,124
5bb7ac8e0c27ee4c381dd826,2pucDx5Wyz9uHCou4wntHa,Inspector Norse,https://p.scdn.co/mp3-preview/d0272ee4e30475d8a3f36988112ea1fb54db0309?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.912,0.781,7,-7.018,0,0.0444,0.074,0.762,0.348,0.89,119.978
5bb7ac8e0c27ee4c381dd827,1eticIiJAJW9FrSUtOtd02,Dungeon Sound,https://p.scdn.co/mp3-preview/c076a5b862a203ec26c6cf0e34b0c7c1183673e4?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.776,0.675,0,-6.276,0,0.0785,0.00399,0.0698,0.0982,0.413,203.958
5bb7ac8e0c27ee4c381dd828,3rRbbcltq6Ld0G4wM5cLUD,In Da House,https://p.scdn.co/mp3-preview/b19348ae6d92c62f602cb4ac8c66545029bfb0ce?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.759,0.787,5,-4.722,0,0.171,0.000632,0.421,0.0487,0.412,128.002
5bb7ac8e0c27ee4c381dd829,06l5Tf3jswkIljwnrje7Yo,Fire (feat. Chase Royal),https://p.scdn.co/mp3-preview/d164d0e5eff4625660619518a1b4d76fd1a99cc4?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.598,0.651,0,-8.278,1,0.0449,0.0564,0.331,0.256,0.473,118.016
5bb7ac8e0c27ee4c381dd82a,6DonFmvUg9f2aPWIx39JIL,Exercise 4 (Spirit),https://p.scdn.co/mp3-preview/e9b446499a29486f3a4dd1d1c24b91444822c940?cid=0122489fce4b4cb7a933550fb5ebcbf7,0,4.87E-05,7,-12.298,1,0,0.935,0.913,0.0969,0,0
5bb7ac8e0c27ee4c381dd82b,2Foc5Q5nqNiosCNqttzHof,Get Lucky - Radio Edit,https://p.scdn.co/mp3-preview/92d40a2ae211cceb264e9ee1e67fe05f4d788200?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07E-06,0.101,0.862,116.047
5bb7ac8e0c27ee4c381dd82c,5KeyVNymqfqac1wLDseK8v,Fineshrine,https://p.scdn.co/mp3-preview/f0b24ca43b5b990799d53cfdaea4041eec771f35?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.609,0.798,5,-4.448,0,0.0404,0.018,8.68E-06,0.434,0.401,130.034
5bb7ac8e0c27ee4c381dd82d,0wVluBsVAVzBKrqspuCcwR,"Check Yes, Juliet",https://p.scdn.co/mp3-preview/068cad9417f07f6c3b00c0c0a8993e737dca4ad5?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.352,0.912,7,-4.253,1,0.0725,0.00197,0,0.193,0.351,166.795
5bb7ac8e0c27ee4c381dd82e,2pONuBYwWrNm9jcJH6hmPc,Sleep,https://p.scdn.co/mp3-preview/e7366da6daf83710567d2a864ee1ae685c672068?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.188,0.952,0,-4.499,1,0.201,0.00138,0.000856,0.381,0.152,155.973
5bb7ac8e0c27ee4c381dd82f,0AySNcxAWo6RKotzZgvm96,Niki Fm,https://p.scdn.co/mp3-preview/10d749d4fbdf0623e3e89c54e93133f3e1a1563e?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.434,0.556,1,-6.905,0,0.0344,0.139,1.07E-05,0.113,0.251,111.987
5bb7ac8e0c27ee4c381dd830,18lR4BzEs7e3qzc0KVkTpU,What I've Done,https://p.scdn.co/mp3-preview/b2bdf31db7c3a90dfa8f5c7539f8832c4089afe8?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64E-06,0.138,0.287,120.119
5bb7ac8e0c27ee4c381dd831,3QvcNLv6ljvuU1KD7dSINg,Streetcar,https://p.scdn.co/mp3-preview/584de0dab9a58837fbb1b467df385b1ec2831a4c?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.189,0.903,1,-3.81,1,0.063,8.03E-05,0.0069,0.529,0.578,85.045
5bb7ac8e0c27ee4c381dd832,3XTXwcIu8tC9kwRFIfCIjT,In Circles,https://p.scdn.co/mp3-preview/b309b66516e5bca11e9172fce9140a8ab9ba7abf?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.332,0.829,10,-6.649,1,0.047,0.00221,0.0579,0.335,0.36,143.197
5bb7ac8e0c27ee4c381dd833,1S30kHvkkdMkcuCTGSgS41,Nine In The Afternoon - Radio Mix,https://p.scdn.co/mp3-preview/7d3b616ae5cd1f1c5ccc2adb292feff42cecb0f4?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.405,0.689,10,-5.75,1,0.0365,0.0843,0,0.207,0.397,155.189
5bb7ac8e0c27ee4c381dd834,5dTHtzHFPyi8TlTtzoz1J9,Helena (So Long & Goodnight),https://p.scdn.co/mp3-preview/3622f88f8e0796726eee55afc6b2843c48cf75af?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.356,0.96,4,-3.487,1,0.104,0.0142,0,0.209,0.0857,125.921
5bb7ac8e0c27ee4c381dd835,3bdqdxoWXP3z0KuDt0o4Cn,SECOND & SEBRING,https://p.scdn.co/mp3-preview/fd5cb24e06d99885b25d6daf049586e44cdd7cfc?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.273,0.973,1,-3.324,0,0.0807,0.000892,0,0.388,0.179,133.428
5bb7ac8e0c27ee4c381dd836,2G8PweZBBwTpyP8vpNQJK2,Caraphernelia,https://p.scdn.co/mp3-preview/945b61d3177b9db9c288088110088c8cdaedf3af?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.531,0.984,3,-3.767,0,0.0652,0.0017,1.13E-05,0.361,0.386,107.036
5bb7ac8e0c27ee4c381dd837,4ue1k6IIQFd0BAAiOF50yi,Honestly?,https://p.scdn.co/mp3-preview/c084f92cf7f99caf6c2c3ac1d97d3031a20df0df?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.378,0.585,2,-7.766,1,0.0296,0.00232,0.28,0.11,0.274,129.906
5bb7ac8e0c27ee4c381dd838,5H06kjjKa1Oz8BZcGeplel,Alone,https://p.scdn.co/mp3-preview/638481d1181ee2958e66b744de9b89b34f61b0c0?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.546,0.429,0,-10.636,1,0.0321,0.758,0.403,0.0976,0.294,141.091
5bb7ac8e0c27ee4c381dd839,4bpvJF05Zjz4TcPRuUufSC,Your Heart Is a Twisted Vine,https://p.scdn.co/mp3-preview/cdb79d0cb4ccda05a676f77e768d796d4ed33e6f?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.246,0.35,4,-8.822,0,0.0328,0.93,0.0106,0.126,0.113,151.393
5bb7ac8e0c27ee4c381dd83a,4wd09wCccmxUB7XVJp0RNn,"Jesus, etc.",https://p.scdn.co/mp3-preview/f0be3e4391b1c65468aa9deb6fd506396ab9fed3?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.756,0.28,5,-14.27,1,0.0296,0.616,0.00033,0.414,0.695,109.413
5bb7ac8e0c27ee4c381dd83b,2dX60dP0pYSbXh9fttIPdd,When We Fall In,https://p.scdn.co/mp3-preview/283449e7099a9f8064e0293fa52f0205ad187de9?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.595,0.265,11,-9.03,0,0.0548,0.795,4.14E-06,0.0848,0.331,112.508
5bb7ac8e0c27ee4c381dd83c,6iWwfN1euztxZi1OK38HbU,"Flightless Bird, American Mouth",https://p.scdn.co/mp3-preview/59ba33d67705091c1abea9ec0308a2c9d9da40af?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.359,0.391,3,-8.034,1,0.026,0.795,0.0708,0.163,0.19,154.66
5bb7ac8e0c27ee4c381dd83d,6BApZkG1LFqRfrgN9nG2FL,Gone,https://p.scdn.co/mp3-preview/8e63016b13ee07078446522a20619e9688e39a54?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.549,0.823,11,-5.626,1,0.0259,0.0723,6.55E-05,0.103,0.827,118.943
5bb7ac8e0c27ee4c381dd83e,202QyrB6Q3Kimsr7KqJut3,Yet Again,https://p.scdn.co/mp3-preview/0bf13db11ec70f6520064b04027340ef5818798d?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.472,0.875,4,-5.024,0,0.0446,0.00345,0.00576,0.128,0.461,136.064
5bb7ac8e0c27ee4c381dd83f,3gQZdiGlObKaY274Q3lnoH,Santa Fe,https://p.scdn.co/mp3-preview/e0341852c4973a6265df7d6ca4eeec9daff3de79?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.728,0.679,11,-6.764,1,0.0271,0.299,0.00787,0.11,0.953,131.716
5bb7ac8e0c27ee4c381dd840,4QAslghrKrs38Fj7C81nuP,Song for Motion,https://p.scdn.co/mp3-preview/3295223e7e801677610c1cda1d1be972b61e2a5a?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.441,0.311,0,-11.638,1,0.0285,0.912,0.882,0.0718,0.0433,110.554
5bb7ac8e0c27ee4c381dd841,4lsTX3XQxpdaS9rlJVLvee,Andre,https://p.scdn.co/mp3-preview/bc59d17ab91efa7aa42f8b3fa9d337ef4a80993d?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.823,0.637,2,-5.445,1,0.0363,0.223,0.0103,0.0544,0.85,95.005
5bb7ac8e0c27ee4c381dd842,48bo7uexDvAThcRDvEB2W7,Simple Song,https://p.scdn.co/mp3-preview/1630764c5a92aba123f8849434ba959da5e7605a?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.546,0.878,7,-5.137,1,0.0525,0.0133,0,0.135,0.35,119.945
5bb7ac8e0c27ee4c381dd843,1Dq7TUIkdtsqJ65fxiIn6i,Volunteers,https://p.scdn.co/mp3-preview/3198df8114f54359c634fdec69203bb788f4306a?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.602,0.746,0,-3.528,1,0.0365,0.186,0,0.122,0.617,118.026
5bb7ac8e0c27ee4c381dd844,4lUOzUTDzuvuAtCnpFxVz5,Ghost Woman Blues,https://p.scdn.co/mp3-preview/0b4e5841a5824b4af7ecca6dfda80f0cc87cffdd?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.276,0.191,9,-11.074,1,0.0286,0.914,1.66E-05,0.0988,0.215,99.663
5bb7ac8e0c27ee4c381dd845,6AgLck54Q7UMolf5WASUEx,Rindo À Toa,https://p.scdn.co/mp3-preview/869495e63852b840a6504b01c8ff9c2a1db3a859?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.618,0.563,2,-8.889,1,0.0542,0.478,0,0.0553,0.836,79.824
5bb7ac8e0c27ee4c381dd846,2Z5d1taNoyOoxRQQDazMWR,Samba Lelê,https://p.scdn.co/mp3-preview/722aaa9fc669d744788c5f2c4c50994da95bcbcf?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.894,0.79,6,-9.175,0,0.389,0.358,8.21E-06,0.544,0.797,96.024
5bb7ac8e0c27ee4c381dd847,6AhuxzMcFUg3mhTS3WlWB5,Levitar,https://p.scdn.co/mp3-preview/df810ce730d55a5d913a218d441fad2709359a25?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.539,0.96,9,-4.391,1,0.0969,0.235,0,0.188,0.723,107.983
5bb7ac8e0c27ee4c381dd848,2FT8msBBwok2NvwneARlib,Eu Só Quero Um Xodó,https://p.scdn.co/mp3-preview/df27cbb98eac5d4fb81125c236d271c4c361f733?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.709,0.609,9,-8.493,1,0.0311,0.164,3.07E-06,0.15,0.613,98.011
5bb7ac8e0c27ee4c381dd849,4dMyKNzIZqh1k0qN9lTUFO,Sem Graça Sem Jeito,https://p.scdn.co/mp3-preview/1b3ec9f835e8aec63ba86f883cff8288091c6ff0?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.691,0.877,9,-6.156,1,0.0492,0.374,0,0.443,0.864,87.997
5bb7ac8e0c27ee4c381dd84a,6qOvmZvGH2zBxj4pZeagnG,É Linda Nossa História,https://p.scdn.co/mp3-preview/73d9718b28e28588a672395fbb38bc943b74b975?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.649,0.824,10,-7.052,1,0.0387,0.357,0,0.14,0.863,91.988
5bb7ac8e0c27ee4c381dd84b,1HieYCdlab6epgNp5ytVqn,Sem Você Eu Nada Sou,https://p.scdn.co/mp3-preview/70f8aafe923309be6331d0f274fcf3835a409816?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.681,0.55,9,-6.874,0,0.0407,0.103,7.54E-06,0.238,0.746,80.227
5bb7ac8e0c27ee4c381dd84c,5QzSVGMTC9FbNR2Xrd8ZU5,Coração sem Noção,https://p.scdn.co/mp3-preview/22a6f5d6766906e808fc7dc9767a9850ac117fdd?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.537,0.967,11,-5.713,1,0.0606,0.45,0,0.161,0.756,183.831
5bb7ac8e0c27ee4c381dd84d,6MAom7UZcwDceJp0rNF9tb,Forró Lunar,https://p.scdn.co/mp3-preview/b14ff335bebad22f1d5a366885064dd347b1f761?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.502,0.717,7,-8.784,1,0.0472,0.384,1.79E-05,0.224,0.67,118.085
5bb7ac8e0c27ee4c381dd84e,0tWH5BOFifcbJCQWplswyG,Buli Com Tu,https://p.scdn.co/mp3-preview/06b18e1e3ad5eb5b197db404003e5c453be48e0d?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.641,0.802,2,-8.798,1,0.0487,0.415,0,0.166,0.966,115.46
5bb7ac8e0c27ee4c381dd84f,25fp3X3A3r4MuXERB40yT2,Cadê o Sanfoneiro?,https://p.scdn.co/mp3-preview/5e42fadbda912b6c3b743fdf684e393501c5057b?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.795,0.749,0,-7.734,1,0.0857,0.396,0,0.0675,0.964,91.002
5bb7ac8e0c27ee4c381dd850,3nSfubdZ65JxVTU5op2VAu,Filpo Ribeiro/Guluga/Rone Gomes,https://p.scdn.co/mp3-preview/444c2cbff19ec249acb482fbeddef83f21543f48?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.713,0.926,4,-9.228,1,0.0457,0.19,0.367,0.0778,0.963,110.767
5bb7ac8e0c27ee4c381dd851,2xh7MTGKzDifNwJUTo30vD,Zeca Violeiro,https://p.scdn.co/mp3-preview/13e10340b19e72d493440f4fc480f1257a0974d4?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.582,0.551,9,-8.534,1,0.066,0.112,0,0.0758,0.877,111.086
5bb7ac8e0c27ee4c381dd852,1qamKCfDlcPV44niEiQsOa,Faço Chover (It Will Rain),https://p.scdn.co/mp3-preview/03534f76d8e392d813e5596bb44dc328e26480e8?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.521,0.729,2,-8.497,1,0.0368,0.165,0,0.223,0.469,164.116
5bb7ac8e0c27ee4c381dd853,2npU58LIpa6CfK0GRGuQH5,Desencontro (Sintonizados),https://p.scdn.co/mp3-preview/41b817071d1a2af649a246c86bc112b3758b261d?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.645,0.953,0,-5.895,1,0.0418,0.321,1.03E-06,0.829,0.733,93.23
5bb7ac8e0c27ee4c381dd854,3A92gdzkl64FX8puP7zbCD,Toi et moi,https://p.scdn.co/mp3-preview/e10d0ac77dc1dc89cddc633e0bbbbd095586fcec?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.698,0.528,6,-10.991,0,0.0612,0.731,1.32E-06,0.0929,0.43,130.181
5bb7ac8f0c27ee4c381dd855,4HzVNhvNTZwhK0zBiDFG7q,C'est à Hambourg,https://p.scdn.co/mp3-preview/d2104337cdc0be1b94089714978b178b56f9022f?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.477,0.264,9,-8.083,1,0.0408,0.808,0,0.286,0.468,130.931
5bb7ac8f0c27ee4c381dd856,5H3ChVfItCaDpj1vPbigyX,Comme des enfants,https://p.scdn.co/mp3-preview/a56433e4b6b1748b7b4804ffc24759cd1f38f885?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.686,0.354,10,-9.284,1,0.0387,0.829,0.0112,0.102,0.283,123.636
5bb7ac8f0c27ee4c381dd857,1JrjHkXBZVc2zSR9rBHPPa,Et maintenant,https://p.scdn.co/mp3-preview/d9e5d8b6ffc7226f83cc860e4814f3af5d07a513?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.384,0.178,5,-20.202,1,0.0421,0.731,1.05E-05,0.276,0.536,127.768
5bb7ac8f0c27ee4c381dd858,0cgWTzGYVUWELohSykTxrb,Moi c'est,https://p.scdn.co/mp3-preview/90a76d4e608d9760e4bfa5292b0394cbc2b618ea?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.862,0.409,6,-10.255,0,0.0399,0.762,0.0871,0.0927,0.8,135.013
5bb7ac8f0c27ee4c381dd859,3cDSURJg6zPJg3UwDYEZe6,Dans la Merco Benz - Radio Edit,https://p.scdn.co/mp3-preview/5b9877c851bd994c10d90927affd1c73f3b3488b?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.425,0.789,0,-5.814,0,0.0452,0.0017,0.19,0.126,0.845,177.975
5bb7ac8f0c27ee4c381dd85a,1GdtMDRiaF1EnG2LJpELme,Une belle histoire,https://p.scdn.co/mp3-preview/77c8311202face1c7a6f5b6db9fa346ef359dd21?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.395,0.578,9,-7.728,0,0.039,0.47,0,0.171,0.689,166.227
5bb7ac8f0c27ee4c381dd85b,2RSjgW4arutr9Q5Va9ur8U,Place de la République,https://p.scdn.co/mp3-preview/f7c1515469d5e394e0c19903cd7b41572cdb8067?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.575,0.359,7,-8.224,1,0.0283,0.83,1.96E-06,0.118,0.183,113.084
5bb7ac8f0c27ee4c381dd85c,5QsVz6hMVGPia0NOMQ8wOS,S'il suffisait d'aimer,https://p.scdn.co/mp3-preview/d0b4b65eceed4e08fc290ee188b2c09a62f68e76?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.363,0.198,10,-14.276,1,0.0396,0.921,3.99E-06,0.108,0.217,86.578
